label,spaceMission,launchPlaceName,country,spaceAgencyName,astroName,birthPlaceName,latLong
STS-48,http://www.wikidata.org/entity/Q845723,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,John Oliver Creighton,Orange,"28.6084,-80.6043"
STS-48,http://www.wikidata.org/entity/Q845723,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,"Kenneth S. Reightler, Jr.",Virginia Beach,"28.6084,-80.6043"
STS-48,http://www.wikidata.org/entity/Q845723,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Mark N. Brown,Valparaiso,"28.6084,-80.6043"
STS-49,http://www.wikidata.org/entity/Q842278,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Bruce E. Melnick,New York City,"28.6084,-80.6043"
STS-49,http://www.wikidata.org/entity/Q842278,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Daniel Brandenstein,Watertown,"28.6084,-80.6043"
STS-49,http://www.wikidata.org/entity/Q842278,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Kathryn C. Thornton,Montgomery,"28.6084,-80.6043"
STS-49,http://www.wikidata.org/entity/Q842278,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Kevin P. Chilton,Los Angeles,"28.6084,-80.6043"
STS-49,http://www.wikidata.org/entity/Q842278,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Pierre J. Thuot,Groton,"28.6084,-80.6043"
STS-49,http://www.wikidata.org/entity/Q842278,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Richard Hieb,Jamestown,"28.6084,-80.6043"
STS-49,http://www.wikidata.org/entity/Q842278,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Thomas Akers,St. Louis,"28.6084,-80.6043"
STS-5,http://www.wikidata.org/entity/Q281398,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Joseph P. Allen,Crawfordsville,"28.6084,-80.6043"
STS-5,http://www.wikidata.org/entity/Q281398,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Robert F. Overmyer,Lorain,"28.6084,-80.6043"
STS-5,http://www.wikidata.org/entity/Q281398,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Vance D. Brand,Longmont,"28.6084,-80.6043"
STS-5,http://www.wikidata.org/entity/Q281398,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,William B. Lenoir,Miami,"28.6084,-80.6043"
STS-50,http://www.wikidata.org/entity/Q842305,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Bonnie J. Dunbar,Sunnyside,"28.6084,-80.6043"
STS-50,http://www.wikidata.org/entity/Q842305,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Carl J. Meade,Rantoul,"28.6084,-80.6043"
STS-50,http://www.wikidata.org/entity/Q842305,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Ellen S. Baker,Fayetteville,"28.6084,-80.6043"
STS-50,http://www.wikidata.org/entity/Q842305,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Eugene H. Trinh,Ho Chi Minh City,"28.6084,-80.6043"
STS-50,http://www.wikidata.org/entity/Q842305,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Ken Bowersox,Portsmouth,"28.6084,-80.6043"
STS-50,http://www.wikidata.org/entity/Q842305,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Lawrence J. DeLucas,Syracuse,"28.6084,-80.6043"
STS-50,http://www.wikidata.org/entity/Q842305,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Richard N. Richards,Key West,"28.6084,-80.6043"
STS-51,http://www.wikidata.org/entity/Q262753,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Carl E. Walz,Cleveland,"28.6084,-80.6043"
STS-51,http://www.wikidata.org/entity/Q262753,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Daniel W. Bursch,Bristol,"28.6084,-80.6043"
STS-51,http://www.wikidata.org/entity/Q262753,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Frank L. Culbertson,Charleston,"28.6084,-80.6043"
STS-51,http://www.wikidata.org/entity/Q262753,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,James H. Newman,Federated States of Micronesia,"28.6084,-80.6043"
STS-51,http://www.wikidata.org/entity/Q262753,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,William F. Readdy,Quonset Point,"28.6084,-80.6043"
STS-51-A,http://www.wikidata.org/entity/Q703042,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Anna Lee Fisher,New York City,"28.6084,-80.6043"
STS-51-A,http://www.wikidata.org/entity/Q703042,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Dale Gardner,Fairmont,"28.6084,-80.6043"
STS-51-A,http://www.wikidata.org/entity/Q703042,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,David M. Walker,Columbus,"28.6084,-80.6043"
STS-51-A,http://www.wikidata.org/entity/Q703042,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Frederick Hauck,Long Beach,"28.6084,-80.6043"
STS-51-A,http://www.wikidata.org/entity/Q703042,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Joseph P. Allen,Crawfordsville,"28.6084,-80.6043"
STS-51-B,http://www.wikidata.org/entity/Q834698,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Don L. Lind,Midvale,"28.6084,-80.6043"
STS-51-B,http://www.wikidata.org/entity/Q834698,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Frederick D. Gregory,"Washington, D.C.","28.6084,-80.6043"
STS-51-B,http://www.wikidata.org/entity/Q834698,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Lodewijk van den Berg,Terneuzen,"28.6084,-80.6043"
STS-51-B,http://www.wikidata.org/entity/Q834698,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Norman Thagard,Marianna,"28.6084,-80.6043"
STS-51-B,http://www.wikidata.org/entity/Q834698,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Robert F. Overmyer,Lorain,"28.6084,-80.6043"
STS-51-B,http://www.wikidata.org/entity/Q834698,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Taylor Wang,Shanghai,"28.6084,-80.6043"
STS-51-B,http://www.wikidata.org/entity/Q834698,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,William E. Thornton,Faison,"28.6084,-80.6043"
STS-51-C,http://www.wikidata.org/entity/Q606269,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Ellison Onizuka,Kailua,"28.6084,-80.6043"
STS-51-C,http://www.wikidata.org/entity/Q606269,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Gary Payton,Rock Island,"28.6084,-80.6043"
STS-51-C,http://www.wikidata.org/entity/Q606269,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,James Buchli,New Rockford,"28.6084,-80.6043"
STS-51-C,http://www.wikidata.org/entity/Q606269,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Ken Mattingly,Chicago,"28.6084,-80.6043"
STS-51-C,http://www.wikidata.org/entity/Q606269,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Loren Shriver,Jefferson,"28.6084,-80.6043"
STS-51-D,http://www.wikidata.org/entity/Q754929,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Charles D. Walker,Bedford,"28.6084,-80.6043"
STS-51-D,http://www.wikidata.org/entity/Q754929,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Donald E. Williams,Lafayette,"28.6084,-80.6043"
STS-51-D,http://www.wikidata.org/entity/Q754929,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Jake Garn,Richfield,"28.6084,-80.6043"
STS-51-D,http://www.wikidata.org/entity/Q754929,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Jeffrey A. Hoffman,Brooklyn,"28.6084,-80.6043"
STS-51-D,http://www.wikidata.org/entity/Q754929,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Karol J. Bobko,Brooklyn,"28.6084,-80.6043"
STS-51-D,http://www.wikidata.org/entity/Q754929,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Margaret Rhea Seddon,Murfreesboro,"28.6084,-80.6043"
STS-51-D,http://www.wikidata.org/entity/Q754929,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,S. David Griggs,Portland,"28.6084,-80.6043"
STS-51-F,http://www.wikidata.org/entity/Q827094,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Anthony W. England,Indianapolis,"28.6084,-80.6043"
STS-51-F,http://www.wikidata.org/entity/Q827094,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,C. Gordon Fullerton,Rochester,"28.6084,-80.6043"
STS-51-F,http://www.wikidata.org/entity/Q827094,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,John-David F. Bartoe,Abington Township,"28.6084,-80.6043"
STS-51-F,http://www.wikidata.org/entity/Q827094,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Karl Gordon Henize,Cincinnati,"28.6084,-80.6043"
STS-51-F,http://www.wikidata.org/entity/Q827094,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Loren Acton,Lewistown,"28.6084,-80.6043"
STS-51-F,http://www.wikidata.org/entity/Q827094,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Roy D. Bridges,Atlanta,"28.6084,-80.6043"
STS-51-F,http://www.wikidata.org/entity/Q827094,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Story Musgrave,Boston,"28.6084,-80.6043"
STS-51-G,http://www.wikidata.org/entity/Q793632,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Daniel Brandenstein,Watertown,"28.6084,-80.6043"
STS-51-G,http://www.wikidata.org/entity/Q793632,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,John M. Fabian,Baytown,"28.6084,-80.6043"
STS-51-G,http://www.wikidata.org/entity/Q793632,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,John Oliver Creighton,Orange,"28.6084,-80.6043"
STS-51-G,http://www.wikidata.org/entity/Q793632,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Patrick Baudry,Douala,"28.6084,-80.6043"
STS-51-G,http://www.wikidata.org/entity/Q793632,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Shannon Lucid,Shanghai,"28.6084,-80.6043"
STS-51-G,http://www.wikidata.org/entity/Q793632,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Steven R. Nagel,Canton,"28.6084,-80.6043"
STS-51-G,http://www.wikidata.org/entity/Q793632,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Sultan bin Salman Al Saud,Riyadh,"28.6084,-80.6043"
STS-51-I,http://www.wikidata.org/entity/Q793618,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,James van Hoften,Fresno,"28.6084,-80.6043"
STS-51-I,http://www.wikidata.org/entity/Q793618,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Joe Engle,Chapman,"28.6084,-80.6043"
STS-51-I,http://www.wikidata.org/entity/Q793618,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,John M. Lounge,Denver,"28.6084,-80.6043"
STS-51-I,http://www.wikidata.org/entity/Q793618,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Richard O. Covey,Fayetteville,"28.6084,-80.6043"
STS-51-I,http://www.wikidata.org/entity/Q793618,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,William Frederick Fisher,Dallas,"28.6084,-80.6043"
STS-51-J,http://www.wikidata.org/entity/Q524091,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,David C. Hilmers,Clinton,"28.6084,-80.6043"
STS-51-J,http://www.wikidata.org/entity/Q524091,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Karol J. Bobko,Brooklyn,"28.6084,-80.6043"
STS-51-J,http://www.wikidata.org/entity/Q524091,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Robert L. Stewart,"Washington, D.C.","28.6084,-80.6043"
STS-51-J,http://www.wikidata.org/entity/Q524091,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Ronald J. Grabe,New York City,"28.6084,-80.6043"
STS-51-J,http://www.wikidata.org/entity/Q524091,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,William A. Pailes,Hackensack,"28.6084,-80.6043"
STS-51-L,http://www.wikidata.org/entity/Q19050,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Christa McAuliffe,Boston,"28.6084,-80.6043"
STS-51-L,http://www.wikidata.org/entity/Q19050,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Dick Scobee,Cle Elum,"28.6084,-80.6043"
STS-51-L,http://www.wikidata.org/entity/Q19050,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Ellison Onizuka,Kailua,"28.6084,-80.6043"
STS-51-L,http://www.wikidata.org/entity/Q19050,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Gregory Jarvis,Detroit,"28.6084,-80.6043"
STS-51-L,http://www.wikidata.org/entity/Q19050,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Judith Resnik,Akron,"28.6084,-80.6043"
STS-51-L,http://www.wikidata.org/entity/Q19050,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Michael J. Smith,Beaufort,"28.6084,-80.6043"
STS-51-L,http://www.wikidata.org/entity/Q19050,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Ronald McNair,Lake City,"28.6084,-80.6043"
STS-52,http://www.wikidata.org/entity/Q845364,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Charles L. Veach,Chicago,"28.6084,-80.6043"
STS-52,http://www.wikidata.org/entity/Q845364,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Jim Wetherbee,Flushing,"28.6084,-80.6043"
STS-52,http://www.wikidata.org/entity/Q845364,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Michael A. Baker,Memphis,"28.6084,-80.6043"
STS-52,http://www.wikidata.org/entity/Q845364,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Steve MacLean,Ottawa,"28.6084,-80.6043"
STS-52,http://www.wikidata.org/entity/Q845364,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Tamara E. Jernigan,Chattanooga,"28.6084,-80.6043"
STS-52,http://www.wikidata.org/entity/Q845364,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,William Shepherd,Oak Ridge,"28.6084,-80.6043"
STS-53,http://www.wikidata.org/entity/Q593431,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,David M. Walker,Columbus,"28.6084,-80.6043"
STS-53,http://www.wikidata.org/entity/Q593431,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Guion Bluford,Philadelphia,"28.6084,-80.6043"
STS-53,http://www.wikidata.org/entity/Q593431,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,James S. Voss,Cordova,"28.6084,-80.6043"
STS-53,http://www.wikidata.org/entity/Q593431,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Michael R. Clifford,San Bernardino,"28.6084,-80.6043"
STS-53,http://www.wikidata.org/entity/Q593431,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Robert D. Cabana,Minneapolis,"28.6084,-80.6043"
STS-54,http://www.wikidata.org/entity/Q844934,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Donald R. McMonagle,Flint,"28.6084,-80.6043"
STS-54,http://www.wikidata.org/entity/Q844934,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Gregory J. Harbaugh,Cleveland,"28.6084,-80.6043"
STS-54,http://www.wikidata.org/entity/Q844934,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,John Casper,Greenville,"28.6084,-80.6043"
STS-54,http://www.wikidata.org/entity/Q844934,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,"Mario Runco, Jr.",The Bronx,"28.6084,-80.6043"
STS-54,http://www.wikidata.org/entity/Q844934,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Susan J. Helms,Charlotte,"28.6084,-80.6043"
STS-55,http://www.wikidata.org/entity/Q672270,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,"Bernard A. Harris, Jr.",Temple,"28.6084,-80.6043"
STS-55,http://www.wikidata.org/entity/Q672270,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Charles J. Precourt,Waltham,"28.6084,-80.6043"
STS-55,http://www.wikidata.org/entity/Q672270,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Hans Schlegel,Überlingen,"28.6084,-80.6043"
STS-55,http://www.wikidata.org/entity/Q672270,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Jerry L. Ross,Crown Point,"28.6084,-80.6043"
STS-55,http://www.wikidata.org/entity/Q672270,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Steven R. Nagel,Canton,"28.6084,-80.6043"
STS-55,http://www.wikidata.org/entity/Q672270,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Terence T. Henricks,Bryan,"28.6084,-80.6043"
STS-55,http://www.wikidata.org/entity/Q672270,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Ulrich Walter,Iserlohn,"28.6084,-80.6043"
STS-56,http://www.wikidata.org/entity/Q240585,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Ellen Ochoa,Los Angeles,"28.6084,-80.6043"
STS-56,http://www.wikidata.org/entity/Q240585,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Kenneth Cockrell,Austin,"28.6084,-80.6043"
STS-56,http://www.wikidata.org/entity/Q240585,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Kenneth D. Cameron,Cleveland,"28.6084,-80.6043"
STS-56,http://www.wikidata.org/entity/Q240585,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Michael Foale,Louth,"28.6084,-80.6043"
STS-56,http://www.wikidata.org/entity/Q240585,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Stephen S. Oswald,Seattle,"28.6084,-80.6043"
STS-57,http://www.wikidata.org/entity/Q71962,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Brian Duffy,Boston,"28.6084,-80.6043"
STS-57,http://www.wikidata.org/entity/Q71962,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,G. David Low,Cleveland,"28.6084,-80.6043"
STS-57,http://www.wikidata.org/entity/Q71962,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Janice E. Voss,South Bend,"28.6084,-80.6043"
STS-57,http://www.wikidata.org/entity/Q71962,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Nancy J. Currie,Wilmington,"28.6084,-80.6043"
STS-57,http://www.wikidata.org/entity/Q71962,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Peter Wisoff,Norfolk,"28.6084,-80.6043"
STS-57,http://www.wikidata.org/entity/Q71962,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Ronald J. Grabe,New York City,"28.6084,-80.6043"
STS-58,http://www.wikidata.org/entity/Q375209,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,David Wolf,Indianapolis,"28.6084,-80.6043"
STS-58,http://www.wikidata.org/entity/Q375209,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,John E. Blaha,San Antonio,"28.6084,-80.6043"
STS-58,http://www.wikidata.org/entity/Q375209,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Margaret Rhea Seddon,Murfreesboro,"28.6084,-80.6043"
STS-58,http://www.wikidata.org/entity/Q375209,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Martin J. Fettman,Brooklyn,"28.6084,-80.6043"
STS-58,http://www.wikidata.org/entity/Q375209,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Richard A. Searfoss,Mount Clemens,"28.6084,-80.6043"
STS-58,http://www.wikidata.org/entity/Q375209,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Shannon Lucid,Shanghai,"28.6084,-80.6043"
STS-58,http://www.wikidata.org/entity/Q375209,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,William S. McArthur,Laurinburg,"28.6084,-80.6043"
STS-59,http://www.wikidata.org/entity/Q151808,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Jerome Apt,Springfield,"28.6084,-80.6043"
STS-59,http://www.wikidata.org/entity/Q151808,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Kevin P. Chilton,Los Angeles,"28.6084,-80.6043"
STS-59,http://www.wikidata.org/entity/Q151808,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Linda M. Godwin,Cape Girardeau,"28.6084,-80.6043"
STS-59,http://www.wikidata.org/entity/Q151808,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Michael R. Clifford,San Bernardino,"28.6084,-80.6043"
STS-59,http://www.wikidata.org/entity/Q151808,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Sidney M. Gutierrez,Albuquerque,"28.6084,-80.6043"
STS-59,http://www.wikidata.org/entity/Q151808,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Thomas David Jones,Baltimore,"28.6084,-80.6043"
STS-6,http://www.wikidata.org/entity/Q731368,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Donald H. Peterson,Winona,"28.6084,-80.6043"
STS-6,http://www.wikidata.org/entity/Q731368,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Karol J. Bobko,Brooklyn,"28.6084,-80.6043"
STS-6,http://www.wikidata.org/entity/Q731368,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Paul J. Weitz,Erie,"28.6084,-80.6043"
STS-6,http://www.wikidata.org/entity/Q731368,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Story Musgrave,Boston,"28.6084,-80.6043"
STS-60,http://www.wikidata.org/entity/Q844966,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Charles Bolden,Columbia,"28.6084,-80.6043"
STS-60,http://www.wikidata.org/entity/Q844966,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Franklin Chang Díaz,San José,"28.6084,-80.6043"
STS-60,http://www.wikidata.org/entity/Q844966,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Jan Davis,Cocoa Beach,"28.6084,-80.6043"
STS-60,http://www.wikidata.org/entity/Q844966,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,"Kenneth S. Reightler, Jr.",Virginia Beach,"28.6084,-80.6043"
STS-60,http://www.wikidata.org/entity/Q844966,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Ronald M. Sega,Macedonia,"28.6084,-80.6043"
STS-60,http://www.wikidata.org/entity/Q844966,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Sergei Krikalev,Saint Petersburg,"28.6084,-80.6043"
STS-61,http://www.wikidata.org/entity/Q113808,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Claude Nicollier,Vevey,"28.6084,-80.6043"
STS-61,http://www.wikidata.org/entity/Q113808,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Jeffrey A. Hoffman,Brooklyn,"28.6084,-80.6043"
STS-61,http://www.wikidata.org/entity/Q113808,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Kathryn C. Thornton,Montgomery,"28.6084,-80.6043"
STS-61,http://www.wikidata.org/entity/Q113808,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Ken Bowersox,Portsmouth,"28.6084,-80.6043"
STS-61,http://www.wikidata.org/entity/Q113808,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Richard O. Covey,Fayetteville,"28.6084,-80.6043"
STS-61,http://www.wikidata.org/entity/Q113808,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Story Musgrave,Boston,"28.6084,-80.6043"
STS-61,http://www.wikidata.org/entity/Q113808,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Thomas Akers,St. Louis,"28.6084,-80.6043"
STS-61-A,http://www.wikidata.org/entity/Q312022,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Bonnie J. Dunbar,Sunnyside,"28.6084,-80.6043"
STS-61-A,http://www.wikidata.org/entity/Q312022,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Ernst Messerschmid,Reutlingen,"28.6084,-80.6043"
STS-61-A,http://www.wikidata.org/entity/Q312022,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Guion Bluford,Philadelphia,"28.6084,-80.6043"
STS-61-A,http://www.wikidata.org/entity/Q312022,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Henry Hartsfield,Birmingham,"28.6084,-80.6043"
STS-61-A,http://www.wikidata.org/entity/Q312022,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,James Buchli,New Rockford,"28.6084,-80.6043"
STS-61-A,http://www.wikidata.org/entity/Q312022,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Reinhard Furrer,Wörgl,"28.6084,-80.6043"
STS-61-A,http://www.wikidata.org/entity/Q312022,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Steven R. Nagel,Canton,"28.6084,-80.6043"
STS-61-A,http://www.wikidata.org/entity/Q312022,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Wubbo Ockels,Almelo,"28.6084,-80.6043"
STS-61-B,http://www.wikidata.org/entity/Q473478,Kennedy Space Center Launch Complex 39,United States of America,National Aeronautics and Space Administration,Brewster H. Shaw,Cass City,"28.6084,-80.6043"
